,regressor,utility_function,trial,iteration,candidates_value,target_value,uq_correction,mae,r2,mse,mape,rmse,scc,mis_area,ence,cv,oc
0,SVR,EI,0,0,[10.692992090554807],11.928578498805974,recalibration,1.7853361836397075,-3.399440975849747,5.055067011239037,0.33269244486465743,2.2483476179717043,0.6210847975553857,0.0745692216280452,0.3803431054488671,0.5429082359452619,1.2355864082511676
1,SVR,EI,0,1,[11.250661595462995],11.928578498805974,recalibration,1.523508858266692,-1.1163658359280122,3.676007037840073,0.2712157046907902,1.9172915891538442,0.492436974789916,0.07070707070707075,0.24436052434074496,0.43505984174314744,0.6779169033429788
2,SVR,EI,0,2,[11.829373549760513],11.928578498805974,recalibration,1.2139455934096237,0.16058829216117632,2.339253671624396,0.20917547694764171,1.529461889562599,0.2296409472880061,0.07252578794692056,0.3291945218843489,0.4015578801619913,0.09920494904546118
3,SVR,EI,0,3,[11.19550832113441],11.928578498805974,recalibration,1.0185724757008303,0.49117859894364013,1.7196364385239735,0.17555311573813875,1.311349091021904,0.012375859434682963,0.04417494340694612,0.2172926718253358,0.3699597108305173,0.09920494904546118
4,SVR,EI,0,4,[11.525388478963707],11.928578498805974,recalibration,0.898881528691282,0.6765539954115154,1.3857168877330963,0.15865487464893105,1.17716476660368,0.18899923605805957,0.03966574540040658,0.23359866777545868,0.3222103234100584,0.09920494904546118
5,SVR,EI,0,5,[9.750499530476976],11.928578498805974,recalibration,0.8543513016901617,0.713024924499336,1.192292168922808,0.1444879663687832,1.0919213199323512,0.14835752482811307,0.04048818816520733,0.23461575073107444,0.3579295353891639,0.09920494904546118
6,SVR,EI,0,6,[10.938137153353964],11.928578498805974,recalibration,0.8610774050399762,0.6961477088324453,1.214592158939704,0.14515522064957437,1.1020853682631413,0.17372039724980898,0.040996386511433766,0.21702451455264615,0.33295777527861786,0.09920494904546118
7,SVR,EI,0,7,[9.3307333312614],11.928578498805974,recalibration,0.8158077431515591,0.7398911877999461,1.131451703147236,0.14208091469234882,1.0636971858321502,0.08754774637127577,0.04208690874021285,0.18420834830711405,0.3651013566759306,0.09920494904546118
8,SVR,EI,0,8,[11.928578498805974],11.928578498805974,recalibration,0.7974135686919906,0.7629748770830991,1.1208959669187055,0.14238601948941357,1.0587237443822186,0.13185637891520244,0.039683057258380096,0.16624804706085786,0.36853568032304596,0.0
9,SVR,EI,0,9,[11.851940893507079],11.928578498805974,recalibration,0.7838222795142942,0.7659501681286363,1.090308966889702,0.13810288758305056,1.0441786087110299,0.061879297173414824,0.03725304126392829,0.25270386558279473,0.37332330417221166,0.0
10,SVR,EI,0,10,[10.831339199556183],11.928578498805974,recalibration,0.8700873361477477,0.674842238557016,1.198983001270736,0.14197541653082654,1.0949808223301156,0.03926661573720397,0.04757212831522902,0.21438092199491865,0.35888759493355626,0.0
11,SVR,EI,0,11,[7.15445909470536],11.928578498805974,recalibration,0.8406053794899728,0.7095179814277568,1.1349985473712139,0.14071222790212712,1.0653631058804383,-0.0013750954927425514,0.05114211048467109,0.25071205099826543,0.3557327016753895,0.0
12,SVR,EI,0,12,[10.353894158029076],11.928578498805974,recalibration,0.8261474062770717,0.712454006223657,1.1205301086914634,0.13694361178213177,1.058550947612567,-0.012681436210847974,0.04226844559486421,0.24083408559164804,0.35167992998355174,0.0
13,SVR,EI,0,13,[10.096118287918413],11.928578498805974,recalibration,0.8092585012551624,0.7261452936114083,1.1002565268153075,0.13500172781523817,1.0489311354017992,-0.05026737967914439,0.03572081396159381,0.23324444274890968,0.3640996102548333,0.0
14,SVR,EI,0,14,[9.129618266464192],11.928578498805974,recalibration,0.7910624083262081,0.7385640285384523,1.0742368764735772,0.1323193207105148,1.036453991489047,-0.04660045836516424,0.04087467703384662,0.20657791700232733,0.38629449461641296,0.0
15,SVR,EI,0,15,[10.723282802412777],11.928578498805974,recalibration,0.7937872913480459,0.7359066821288052,1.103617173175815,0.13461264054534774,1.0505318525279541,-0.04690603514132925,0.05042237654694405,0.18312744456836028,0.3866223771344227,0.0
16,SVR,EI,0,16,[6.215207918694039],11.928578498805974,recalibration,0.7653942299928064,0.7601229351879782,1.0871157127646687,0.13604621468496395,1.0426484128241258,0.03101604278074866,0.04088092799165467,0.2382671067488223,0.4070517878708234,0.0
17,SVR,EI,0,17,[9.866045256022106],11.928578498805974,recalibration,0.7640659129371954,0.7603492101933949,1.0655270558471641,0.13251557035681089,1.0322436998340867,0.06707410236822,0.044457752935261614,0.25550802192597744,0.39673633606379183,0.0
18,SVR,EI,0,18,[10.680608166412524],11.928578498805974,recalibration,0.7547293040768133,0.7700017034822789,1.0691074181918967,0.1340491306073111,1.0339765075628637,0.0267379679144385,0.03286426456214737,0.295797750317873,0.41168844606270266,0.0
19,SVR,EI,0,19,[8.930361883909434],11.928578498805974,recalibration,0.7500298201506793,0.7713615738057784,1.0564715031741794,0.13234226023199516,1.0278479961425129,0.038349885408708935,0.028248225878827624,0.2889096615128255,0.40027595675615374,0.0
20,SVR,EI,0,20,[8.468863921228854],11.928578498805974,recalibration,0.7575725394124819,0.7690381110826381,1.0668641219356134,0.1347273434254644,1.0328911471861948,0.00106951871657754,0.03130358683991903,0.25153277495808685,0.3961407783709971,0.0
21,SVR,EI,0,21,[10.530855441454378],11.928578498805974,recalibration,0.7575674795862483,0.7676904645731901,1.077308321653264,0.13508540839918654,1.0379346422840237,0.024904507257448433,0.03988474040377159,0.25351036793916143,0.42126922233848846,0.0
22,SVR,EI,0,22,[7.3032373890369],11.928578498805974,recalibration,0.7649376979996991,0.7673597813805941,1.1013490488930324,0.13975461010566662,1.0494517849301284,0.14407944996180289,0.03161220021714581,0.23947786630864945,0.42474962668161137,0.0
23,SVR,EI,0,23,[10.778030861605002],11.928578498805974,recalibration,0.7536912352159381,0.7688797130345071,1.086121983538655,0.13605869242632512,1.042171762973194,0.07746371275783039,0.029561677854782795,0.2471454332026864,0.4170459175416868,0.0
24,SVR,EI,0,24,[10.0367326541833],11.928578498805974,recalibration,0.7906453805213041,0.75979642538432,1.158165768981169,0.1486549321440115,1.0761811041739997,0.20672268907563024,0.039488952968993504,0.21837341947644576,0.41948529676360563,0.0
25,SVR,EI,0,25,[11.089669534528515],11.928578498805974,recalibration,0.7904246788889722,0.759824312448873,1.1652704086190677,0.14966328717028304,1.0794769143520706,0.21925133689839568,0.0394505340872123,0.22661138103027087,0.41619501281960913,0.0
26,SVR,EI,0,26,[9.16542668455267],11.928578498805974,recalibration,0.8370722221339415,0.7544901223065702,1.2551566920913972,0.16228653991742223,1.1203377580405818,0.24155844155844156,0.03810341907227721,0.21062659056624597,0.3987194653322781,0.0
27,SVR,EI,0,27,[9.503062224126804],11.928578498805974,recalibration,0.8391872460152134,0.7493387142939342,1.3013140013983298,0.16788863886371655,1.1407515072961025,0.2864782276546982,0.03395654710533603,0.2572266338019689,0.40520928443141613,0.0
28,SVR,EI,0,28,[8.617309981846278],11.928578498805974,recalibration,0.9161919989706715,0.7315570311540323,1.4500665286678573,0.18460467850182777,1.204187082088102,0.36806722689075627,0.05027364211261593,0.2153553667183496,0.39219032051290176,0.0
29,SVR,EI,0,29,[6.604214790866828],11.928578498805974,recalibration,0.9963579519821927,0.6592349872531313,1.583521729196852,0.17772736674911863,1.2583805979102078,0.2559205500381971,0.04718780998635842,0.20141518174065404,0.3847980104361686,0.0
