,regressor,utility_function,trial,iteration,candidates_value,target_value,uq_correction,mae,r2,mse,mape,rmse,scc,mis_area,ence,cv,oc
0,XGBOOST,EI,0,0,[7.3032373890369],11.928578498805974,recalibration,2.6841712759940157,-200.75478418559481,11.93714213690575,0.6419296000442023,3.4550169517537466,0.20689662489864036,0.2462863933452169,2.0126533278913388,0.45420048,4.625341109769074
1,XGBOOST,EI,0,1,[11.928578498805974],11.928578498805974,recalibration,2.4945475549563114,-45.58575965364607,10.649064007471928,0.5735417327469988,3.2632903651792815,0.15275233821985865,0.2015095677852029,1.611761454506491,0.52345455,0.0
2,XGBOOST,EI,0,2,[11.851940893507079],11.928578498805974,recalibration,2.2413795723008296,-12.232811338455146,8.615454479787672,0.4844488928776221,2.935209443938826,0.3146789910475166,0.1922774457376534,1.1873736540828759,0.5178174,0.0
3,XGBOOST,EI,0,3,[10.831339199556183],11.928578498805974,recalibration,2.161376793588331,-9.0866447731801,8.023975550745007,0.4565325981629685,2.8326622726235837,0.3212539165164395,0.21568627450980396,1.29428653433546,0.51679784,0.0
4,XGBOOST,EI,0,4,[7.15445909470536],11.928578498805974,recalibration,2.148994707901104,-43.002945404573914,7.7381007481970645,0.42568191627811924,2.781744191725232,0.3119266966651768,0.07887649877902224,0.6791389514755807,0.49462816,0.0
5,XGBOOST,EI,0,5,[11.19550832113441],11.928578498805974,recalibration,2.140266217744818,-38.79125892362416,7.680077108018958,0.4232706774999562,2.7712952040551286,0.2726300490951031,0.12378106322743006,0.9381859260276083,0.5236856,0.0
6,XGBOOST,EI,0,6,[11.525388478963707],11.928578498805974,recalibration,1.809488870867261,-2.8968336683015092,5.874601510617878,0.3545792118751333,2.4237577252311913,0.265728982701773,0.18956784487630973,1.4695839331095648,0.41122425,0.0
7,XGBOOST,EI,0,7,[10.530855441454378],11.928578498805974,recalibration,1.9108476386390816,-15.693024400922887,5.926676240410992,0.346499951202159,2.4344765844860765,0.33651869443417853,0.0566548962426252,0.5085453111699575,0.3942385,0.0
8,XGBOOST,EI,0,8,[10.938137153353964],11.928578498805974,recalibration,1.866444674664185,-11.407873606534212,5.4466168629689795,0.3297763043007007,2.333798805160586,0.31083257872997955,0.04966535981811536,0.5227671282664781,0.37881383,0.0
9,XGBOOST,EI,0,9,[8.982510858671258],11.928578498805974,recalibration,1.8377460922338493,-7.80647646950009,5.083750937241605,0.3172944303611472,2.2547174850170486,0.30853917554210464,0.05099208749727782,0.5167004184816502,0.36184552,0.0
10,XGBOOST,EI,0,10,[11.089669534528515],11.928578498805974,recalibration,1.8097286554770422,-6.178353638259476,4.7962243608994255,0.3059365924811772,2.1900283927153605,0.29065063067668034,0.05568017142411608,0.45167319580853893,0.34377888,0.0
11,XGBOOST,EI,0,11,[7.167115035200875],11.928578498805974,recalibration,1.7730076923916431,-3.1039919462960777,4.363218276798166,0.2907948294856549,2.088831797153176,0.3360600137966036,0.03788919630551836,0.38624271069824573,0.48492217,0.0
12,XGBOOST,EI,0,12,[9.503062224126804],11.928578498805974,recalibration,1.6702023825121266,-0.31461842545935936,4.427488299800107,0.29943332722244836,2.104159760997274,0.3374102450192911,0.21806298276886515,1.3918870402075936,0.46014234,0.0
13,XGBOOST,EI,0,13,[10.778030861605002],11.928578498805974,recalibration,1.6502278001765984,-0.16946577663643958,4.27442672146081,0.2913368935378616,2.0674686748439046,0.3478062108830482,0.232620320855615,1.164728706391986,0.41249183,0.0
14,XGBOOST,EI,0,14,[9.200956480665841],11.928578498805974,recalibration,1.7347597589658867,-0.0009330280266619528,4.748434272197439,0.31342026213676133,2.1790902395718814,0.340162118336168,0.2614379084967321,1.3887246402952214,0.46562195,0.0
15,XGBOOST,EI,0,15,[6.215207918694039],11.928578498805974,recalibration,1.7647087988350878,-1.775053687164673,4.216008578310853,0.27581948706834836,2.05329213175107,0.29123992603613486,0.05451948511911373,0.3318158442038877,0.32979274,0.0
16,XGBOOST,EI,0,16,[10.309972140131771],11.928578498805974,recalibration,1.7433938552970951,-1.588846953448034,4.123078554680322,0.27485891560142567,2.0305365189230953,0.3909188928474524,0.05760022369018908,0.3248492907532427,0.3268956,0.0
17,XGBOOST,EI,0,17,[9.682510402878338],11.928578498805974,recalibration,1.7384373574315306,-1.5601848398473561,4.105581218621019,0.27145219286930383,2.026223388133949,0.4156857526993442,0.06345124643082277,0.2945379945165299,0.31706187,0.0
18,XGBOOST,EI,0,18,[7.083807223601071],11.928578498805974,recalibration,1.7379478981132572,-1.5048254306321773,4.119432196628365,0.269786761685621,2.0296384398774983,0.44840246879999135,0.07018421980866066,0.33045739030540355,0.32371548,0.0
19,XGBOOST,EI,0,19,[7.90119222077355],11.928578498805974,recalibration,1.7235503751308283,-1.421324610714601,4.045055196960071,0.2687345620956623,2.0112322583332016,0.43158546519685503,0.08131573137058828,0.2908203532212554,0.3087188,0.0
20,XGBOOST,EI,0,20,[8.468863921228854],11.928578498805974,recalibration,1.7130619210974816,-1.4414264288473069,3.9948896311855946,0.2672975674984198,1.9987219994750631,0.2802324327686274,0.07536961308587609,0.3412533669051061,0.29372576,0.0
21,XGBOOST,EI,0,21,[6.604214790866828],11.928578498805974,recalibration,1.7067903198356622,-1.4072983231195937,3.950486832108057,0.26513194755689806,1.9875831635702836,0.338633299826792,0.07909687578014016,0.31786109635006415,0.30341458,0.0
22,XGBOOST,EI,0,22,[7.084896776572211],11.928578498805974,recalibration,1.7115772600176187,-1.535408342277012,3.961670115027106,0.2655932810111854,1.9903944621675136,0.24537537075485383,0.0794511344283477,0.33951896898868167,0.259274,0.0
