,regressor,utility_function,trial,iteration,candidates_value,target_value,uq_correction,mae,r2,mse,mape,rmse,scc,mis_area,ence,cv,oc
0,NN,EI,0,0,[5.767070214830793],11.670775008985718,recalibration,3.1090976435088726,-0.6151553461997699,30.622798902617973,0.6840925177696656,5.533787030833222,0.5305858031571826,0.09084829779274227,0.9813883118529578,3.0236893,5.903704794154925
1,NN,EI,0,1,[5.624378452229813],11.670775008985718,recalibration,2.19592128576621,-7.031456264266023,8.124517712141198,0.6082280328131802,2.8503539626055567,0.06909790696123544,0.16751777029554812,1.392097096750695,0.8452015,5.903704794154925
2,NN,EI,0,2,[4.51085950651685],11.670775008985718,recalibration,2.497780948477285,-12.91783430250409,9.379609517898128,0.7815197526478862,3.062614817096353,-0.013280364304972038,0.15235690235690244,1.3170340980971593,0.71331257,5.903704794154925
3,NN,EI,0,3,[4.154184561793188],11.670775008985718,recalibration,2.4355228439939984,-11.575740745717646,9.144799931358595,0.7392731210319435,3.024037025460931,-0.046023988491621176,0.1052048260381594,1.2997552363792455,0.8584166,5.903704794154925
4,NN,EI,0,4,[5.940171253509905],11.670775008985718,recalibration,2.230617726306752,-5.940287880650272,8.572788206003214,0.8260853627616532,2.927932411447234,0.3483380491011461,0.13842748472378108,1.188533683947528,1.0975223,5.730603755475813
5,NN,EI,0,5,[4.237000862623624],11.670775008985718,recalibration,2.210644615817495,-8.105349890410222,8.493841652793229,1.9969084201963212,2.914419608222747,0.37580382405898993,0.1393565282454172,1.1124513909541358,1.1062438,5.730603755475813
6,NN,EI,0,6,[9.147964843109976],11.670775008985718,recalibration,2.3456719121270564,-18.566062737420687,9.387594702180463,0.6938710710694964,3.0639181944334712,-0.15572513266074098,0.1567634012078457,2.0271733340450817,0.72178537,2.5228101658757414
7,NN,EI,0,7,[8.559926957144814],11.670775008985718,recalibration,2.4214402825494363,-5.566181158667751,9.546053572767669,0.6877179650663057,3.0896688451624827,-0.06402964741299647,0.12143269110861706,1.7666293603910386,1.0113521,2.5228101658757414
8,NN,EI,0,8,[4.684905154930306],11.670775008985718,recalibration,2.4584015002707393,-5.092837537173333,9.627002926956377,0.6940299768723581,3.102741195613385,0.054521897358217344,0.1092779648335204,1.6120060768286475,1.0482107,2.5228101658757414
9,NN,EI,0,9,[5.294309345150498],11.670775008985718,recalibration,2.3704315788726937,-7.1519733388873,9.280610755023428,0.6970943111209155,3.046409485775579,0.07153676869873389,0.12742615751875014,1.5476416722486417,0.8185935,2.5228101658757414
10,NN,EI,0,10,[4.884315927417586],11.670775008985718,recalibration,2.370512423439987,-5.816438170372092,9.34365919205948,0.7779475769192081,3.0567399614719406,-0.003839301875827641,0.1311634867190423,1.8793699517841926,0.8149963,2.5228101658757414
11,NN,EI,0,11,[8.392853708481168],11.670775008985718,recalibration,2.3850790223469063,-5.932117477557446,9.47414350059103,0.8257079381742812,3.0780096654479547,0.023931330799203555,0.2078189300411523,2.550094052550129,0.82322305,2.5228101658757414
12,NN,EI,0,12,[6.278146118850804],11.670775008985718,recalibration,2.4376825933350945,-6.393067607265016,9.859434255230568,0.7042542599239097,3.1399736074098725,0.24971657759105242,0.24242424242424246,2.3385171985985194,0.7241491,2.5228101658757414
13,NN,EI,0,13,[10.870258448486968],11.670775008985718,recalibration,2.0976412826075284,-4.204260366473526,7.567213068086012,0.6102755600316923,2.750856788000061,0.15497251517143482,0.177796483352039,1.983914143991243,0.8614549,0.8005165604987496
14,NN,EI,0,14,[11.670775008985718],11.670775008985718,recalibration,1.6508512565644269,-0.9656980231165198,5.6672639104597655,0.45401112190559456,2.3806015858307257,0.3414787504644316,0.18265993265993274,1.4272242007322675,1.0178165,0.0
15,NN,EI,0,15,[10.603471310106764],11.670775008985718,recalibration,1.4621062758811643,-0.407679679054076,4.49288999544988,0.445541370121532,2.1196438369334314,0.345289471929273,0.14077347549569777,1.1881852186075914,0.81539655,0.0
16,NN,EI,0,16,[9.31874624581997],11.670775008985718,recalibration,1.828511908523031,-1.8537994194474896,5.9506191776404425,0.4873944628721024,2.4393890992706435,0.22062171920698884,0.2399925177702956,2.116493684786156,0.89228445,0.0
17,NN,EI,0,17,[9.655769506014789],11.670775008985718,recalibration,1.4479445474600365,-0.26453066960700955,3.959466704448556,0.43312015424281763,1.9898408741526434,0.26326369239856334,0.16898148148148157,1.1181382564056273,0.88750136,0.0
18,NN,EI,0,18,[10.396780371620425],11.670775008985718,recalibration,1.3706948212352743,-0.22914680944833754,4.0603854726641595,0.4777721593690116,2.0150398191262027,0.3949241190088313,0.16218356403541595,1.0237923467230812,0.8515962,0.0
19,NN,EI,0,19,[10.25896027374463],11.670775008985718,recalibration,1.24965340202466,0.13680135702675833,3.1207422115178636,0.3511324107984911,1.7665622580361733,0.22858612706850723,0.19818555929667045,1.2354843635563753,0.67782474,0.0
20,NN,EI,0,20,[9.96979482008162],11.670775008985718,recalibration,1.2310069491546072,0.20727056499249963,3.078303755126618,0.34605726939521736,1.7545095483144622,0.29449255480293807,0.20398428731762067,1.1920944568258736,0.61907166,0.0
21,NN,EI,0,21,[10.02786656416892],11.670775008985718,recalibration,1.1815871883861833,0.24331161942465418,2.9512342255787973,0.34565625222163493,1.7179156631158579,0.17279716482323015,0.20500975362086477,1.3519449122070895,0.55956566,0.0
22,NN,EI,0,22,[6.196444127590855],11.670775008985718,recalibration,1.1406615563949831,0.3219633033880004,2.722207897603144,0.32229769616722864,1.6499114817477767,0.2562138576886069,0.2158623269734381,1.2532243286217701,0.5774221,0.0
23,NN,EI,0,23,[10.084879510303429],11.670775008985718,recalibration,1.190388673195198,0.2582019002035131,2.963289283366633,0.34566530832496795,1.7214207165497437,0.24463879123915136,0.19725028058361396,1.1650986645917434,0.52745414,0.0
24,NN,EI,0,24,[5.56452040655641],11.670775008985718,recalibration,1.1141412574419176,0.4038552264221684,2.5053527116975363,0.2753064691675548,1.5828306010743969,0.334867148722932,0.1702207257762814,0.7867188187959246,0.7087586,0.0
25,NN,EI,0,25,[9.70094288005314],11.670775008985718,recalibration,1.1923876071603077,0.20885911872456708,2.8660962065252527,0.3204903429852606,1.692954874332229,0.2468585364924214,0.20660306771417888,1.2353921233757652,0.62184304,0.0
26,NN,EI,0,26,[7.350194989881663],11.670775008985718,recalibration,1.2019087585412147,0.16176501584783176,2.930714337902677,0.3085730014616213,1.711932924475336,0.3276363047433955,0.26356154133931914,1.3900827144162646,0.64246863,0.0
27,NN,EI,0,27,[9.17976775599912],11.670775008985718,recalibration,1.1689985763674549,0.26593450177020206,2.7041488895096424,0.28916195760249835,1.6444296547768902,0.2546228814770356,0.19238683127572023,0.987320589505878,0.61407745,0.0
28,NN,EI,0,28,[9.953020298542455],11.670775008985718,recalibration,1.2361003341382315,0.3697835502278275,2.9360412041020547,0.35571981512904893,1.7134880227483513,0.44114817037735665,0.16570021199650833,0.677630347837875,0.780167,0.0
29,NN,EI,0,29,[10.32059133540943],11.670775008985718,recalibration,1.112656361117252,0.31205881166503613,2.693457954916848,0.354315506091647,1.641175784282978,0.2999418864976611,0.19257388701833153,0.9045235487007466,0.58573496,0.0
