,regressor,utility_function,trial,iteration,candidates_value,target_value,uq_correction,mae,r2,mse,mape,rmse,scc,mis_area,ence,cv,oc
0,SVR,EI,0,0,[5.634789602454964],8.460034306352648,recalibration,2.2441947935052875,0.5388928922223155,7.307481379874528,1.1599712247662002,2.7032353541403915,-0.6176470588235294,0.06239157547284814,1.3548979505170697,0.437389494721271,2.8252447038976847
1,SVR,EI,0,1,[5.521460918662246],8.460034306352648,recalibration,3.26859530470698,-2.065603195658556,12.284859474046872,2.827525324495596,3.5049763870883455,0.22058823529411767,0.15923617061088624,0.7266401004704767,0.20696833305597895,2.8252447038976847
2,SVR,EI,0,2,[7.824046011656292],8.460034306352648,recalibration,2.025627178226962,0.18326957858609083,5.253798294709565,1.8818268692594002,2.292116553474008,-0.2622549019607843,0.10164695377565061,0.6289551062286384,0.1678411252783245,0.6359882946963564
3,SVR,EI,0,3,[6.966024186162716],8.460034306352648,recalibration,1.1034830577956947,0.7555601211810835,2.384394136819282,1.073388334434874,1.544148353241774,0.22794117647058826,0.05726477365434243,0.135426607619744,0.30779115641509214,0.6359882946963564
4,SVR,EI,0,4,[6.461468176353717],8.460034306352648,recalibration,0.9301970878732808,0.8185842966364387,1.8732630203209886,0.6491528561761782,1.368671991501612,0.21078431372549022,0.08317528700044606,0.1845415096081361,0.4094070943693222,0.6359882946963564
5,SVR,EI,0,5,[4.999439522009694],8.460034306352648,recalibration,0.7980067521582299,0.8579777292818624,1.4956970691638654,0.43207055387731197,1.2229869456228326,0.35294117647058826,0.08939892638938975,0.23791600043089525,0.4224388692715488,0.6359882946963564
6,SVR,EI,0,6,[5.799092654763556],8.460034306352648,recalibration,1.0104080378092906,0.8318351642939987,1.7312238651599017,0.41107984216346405,1.3157598052683863,0.7892156862745099,0.07261126670648607,0.3339853444411032,0.48582999937490096,0.6359882946963564
7,SVR,EI,0,7,[6.620073206530356],8.460034306352648,recalibration,0.9055484814447544,0.8543280411138978,1.4475695732182015,0.33648260460941043,1.2031498548469353,0.7965686274509804,0.06077831294076787,0.3205121617275512,0.5323931933309181,0.6359882946963564
8,SVR,EI,0,8,[8.460034306352648],8.460034306352648,recalibration,0.7193746641549723,0.9113860773344138,0.8535704489872257,0.21194912403350982,0.9238887644014433,0.6862745098039217,0.047030562711071026,0.3053685661807624,0.5408752282192173,0.0
9,SVR,EI,0,9,[5.221868194384631],8.460034306352648,recalibration,0.5955198318468151,0.9280588454358532,0.6887014791943763,0.15807354144498809,0.8298804005363521,0.607843137254902,0.03948634799339501,0.3399159532775095,0.5387882433439943,0.0
10,SVR,EI,0,10,[2.037316615509543],8.460034306352648,recalibration,0.5152099147390421,0.938190160187786,0.5976249894520153,0.13658498670116678,0.7730620864148074,0.4926470588235295,0.0452494515282293,0.39270134729524003,0.5306915782739189,0.0
11,SVR,EI,0,11,[3.094219219815541],8.460034306352648,recalibration,0.4618530153324475,0.9516698149835776,0.49133382339746007,0.1265685197661073,0.7009520835245874,0.34068627450980393,0.06307483647343552,0.40797272077017815,0.4404737770248391,0.0
12,SVR,EI,0,12,[3.951243719350658],8.460034306352648,recalibration,0.5416116909214607,0.9424303259335152,0.5289733952755866,0.13389623581201426,0.7273055721466642,0.4436274509803922,0.036193473306146653,0.3680328167892978,0.5121689275846212,0.0
13,SVR,EI,0,13,[5.638354669689618],8.460034306352648,recalibration,0.5314611008658259,0.9513370121309356,0.4569152315187062,0.1338503864386611,0.6759550514040902,0.5882352941176471,0.050439835949161654,0.346236666674212,0.5291011377810614,0.0
14,SVR,EI,0,14,[5.5282379033331654],8.460034306352648,recalibration,0.5463011562708331,0.9476781125912647,0.4865589045397001,0.1377305314909013,0.6975377441685146,0.590686274509804,0.04081756281093337,0.33035099748065805,0.5318359863715642,0.0
15,SVR,EI,0,15,[5.634789602454964],8.460034306352648,recalibration,0.5305815852810519,0.9507584128783683,0.45885023904569566,0.1332692727106163,0.6773848529792319,0.5882352941176471,0.040595011927884284,0.3394849242559486,0.516362088752645,0.0
16,SVR,EI,0,16,[-0.478035802555903],8.460034306352648,recalibration,0.5009871185172878,0.9566689356144242,0.4018763304017071,0.1239534726806067,0.6339371659728644,0.5294117647058825,0.07222562299994997,0.34731359206321877,0.5322357831435325,0.0
17,SVR,EI,0,17,[4.162003210540152],8.460034306352648,recalibration,0.4938179723718874,0.9590892295756893,0.39279489382087357,0.13844635247392278,0.6267335110083659,0.47794117647058826,0.06395757729203592,0.3989726781394665,0.48292128014853003,0.0
18,SVR,EI,0,18,[5.288267030189485],8.460034306352648,recalibration,0.4737862345491283,0.9616435404169519,0.3707363831246396,0.13285752910786175,0.6088812553566085,0.47058823529411764,0.05324827478852179,0.42950071947562013,0.48087885712389233,0.0
19,SVR,EI,0,19,[1.930071085170705],8.460034306352648,recalibration,0.48354597817307493,0.9630771472424191,0.35760613650208045,0.13493066526070746,0.5980017863703088,0.4852941176470589,0.0848624654853029,0.44133934746681674,0.5285383621381233,0.0
20,SVR,EI,0,20,[5.161924741069416],8.460034306352648,recalibration,0.47313748718127924,0.9649206038001653,0.34721977543483223,0.1369571606362142,0.5892535748171853,0.5612745098039216,0.09469707625670155,0.4674523564759543,0.4871582741245845,0.0
21,SVR,EI,0,21,[1.0331844837015263],8.460034306352648,recalibration,0.4759538454510025,0.9640855830777035,0.35344228479687195,0.13742441204538838,0.5945101216942164,0.4730392156862746,0.09319160036520154,0.4474207440687929,0.5037296746818575,0.0
22,SVR,EI,0,22,[3.951243719350658],8.460034306352648,recalibration,0.44079462295580396,0.9623846668516527,0.3543998272272718,0.11956428486858786,0.595314897535138,0.31617647058823534,0.07529382780458826,0.46771928310963923,0.5132353947781263,0.0
23,SVR,EI,0,23,[0.2070141685713179],8.460034306352648,recalibration,0.5705649968030593,0.9415290363599262,0.5888829147964308,0.18901806558532663,0.7673870697349746,-0.058823529411764705,0.10400826562527976,0.2402313368597836,0.662697230065324,0.0
24,SVR,EI,0,24,[3.449987546466508],8.460034306352648,recalibration,0.5658487231607234,0.942222835902686,0.5764775816865138,0.1786278729574998,0.759261207810931,-0.03186274509803922,0.10662409392260017,0.23912768447001953,0.672593139995161,0.0
25,SVR,EI,0,25,[3.1570004207245814],8.460034306352648,recalibration,0.5352279177654244,0.943131972742446,0.5664087312747068,0.17270081032114507,0.7526013096419025,-0.004901960784313726,0.11358430479189909,0.27661616035125475,0.7044846606601167,0.0
26,SVR,EI,0,26,[3.688879453363936],8.460034306352648,recalibration,0.5355024544247561,0.9437758107466147,0.5649312483477319,0.1729466202755896,0.7516190846085082,0.07107843137254903,0.10810399547845748,0.20808731188645627,0.750476735114602,0.0
27,SVR,EI,0,27,[0.2615947376884624],8.460034306352648,recalibration,0.47944014796390927,0.9534398740798811,0.47515764348181916,0.14968112672278977,0.6893167947191039,-0.009803921568627453,0.12231608003403094,0.15380514505756404,0.7795732757815858,0.0
28,SVR,EI,0,28,[2.7212954278522306],8.460034306352648,recalibration,0.5017146893676275,0.9498873778335373,0.5144263138890738,0.16907011924890872,0.7172351872915005,0.15441176470588236,0.10984721849498655,0.18667691880137502,0.716093984601648,0.0
29,SVR,EI,0,29,[5.241747014530542],8.460034306352648,recalibration,0.4930884492433698,0.9505115627999364,0.5090228970500574,0.16644502802701133,0.7134584059705635,0.32352941176470595,0.12374562887858882,0.25155982781077657,0.7638062568617375,0.0
30,SVR,EI,0,30,[6.300785794112786],8.460034306352648,recalibration,0.5514261016445217,0.948734153624034,0.5534174043426954,0.24182513765342245,0.7439202943479196,0.24754901960784317,0.14973262032085563,0.201292300031036,0.6968061262148535,0.0
31,SVR,EI,0,31,[3.6635616461296463],8.460034306352648,recalibration,0.5049635255832899,0.9557878689109234,0.4829676799779507,0.21263963440341602,0.6949587613505932,0.6176470588235294,0.14438502673796796,0.3041039722289894,0.8412588737098479,0.0
32,SVR,EI,0,32,[5.393627546806907],8.460034306352648,recalibration,0.480876516783959,0.9584540423121334,0.45338090082644644,0.19306543806139,0.6733356524248857,0.47058823529411764,0.11127222942566015,0.25976820450180255,0.8277176910951684,0.0
33,SVR,EI,0,33,[4.1588830833596715],8.460034306352648,recalibration,0.5072140885588894,0.9575938411240817,0.4644425003377028,0.18769435664543635,0.6815001836666684,0.5171568627450981,0.15790703047011595,0.2568050315984212,0.8613415472771198,0.0
34,SVR,EI,0,34,[4.007333185232471],8.460034306352648,recalibration,0.4876982301310221,0.9606975269422801,0.4310090815499162,0.1771519417404031,0.6565128190293897,0.47794117647058826,0.1332597644944679,0.31165920598705554,0.831786766139424,0.0
